id,item_id,date,quantity,cost (CLP),delivery_date
29411,1811,3/21/2022,10,56020,4/5/2022
29412,1848,3/21/2022,11,57849,3/28/2022
29413,1815,3/21/2022,11,190993,3/30/2022
29414,1844,3/21/2022,3,47727,3/25/2022
29415,1816,3/21/2022,18,329328,3/28/2022
29416,1847,3/21/2022,7,44254,3/30/2022
29417,1855,3/21/2022,2,6546,4/5/2022
29418,1830,3/21/2022,28,140084,3/28/2022
29419,1832,3/21/2022,11,387310,4/1/2022
29420,1845,3/21/2022,7,113295,4/4/2022
29421,1805,3/21/2022,7,21651,3/30/2022
29422,1826,3/21/2022,4,13356,3/29/2022
29423,1828,3/21/2022,26,518076,4/3/2022
29424,1789,3/21/2022,19,443232,3/27/2022
29425,1793,3/21/2022,23,35696,3/28/2022
29426,1819,3/21/2022,22,187484,3/29/2022
29427,1786,3/21/2022,13,172978,3/27/2022
29428,1854,3/21/2022,15,44775,3/27/2022
29429,1841,3/21/2022,3,66864,4/2/2022
29430,1837,3/21/2022,24,959472,3/31/2022
29431,1827,3/21/2022,31,416888,4/1/2022
29432,1813,3/21/2022,31,85281,3/26/2022
29433,1852,3/21/2022,5,268440,4/2/2022
29434,1787,3/21/2022,12,201456,3/30/2022
29435,1797,3/21/2022,9,35946,4/3/2022
29436,1840,3/21/2022,15,302070,3/27/2022
29437,1802,3/28/2022,5,17655,4/3/2022
29438,1809,3/28/2022,4,82924,4/2/2022
29439,1788,3/28/2022,18,604782,4/5/2022
29440,1796,3/28/2022,17,134776,4/3/2022
29441,1792,3/28/2022,9,60471,4/9/2022
29442,1824,3/28/2022,6,35808,4/5/2022
29443,1794,3/28/2022,6,21786,4/9/2022
29444,1848,3/28/2022,13,68367,4/2/2022
29445,1799,3/28/2022,30,929430,4/2/2022
29446,1850,3/28/2022,51,1737570,4/5/2022
29447,1816,3/28/2022,6,109776,4/3/2022
29448,1829,3/28/2022,21,132006,4/1/2022
29449,1830,3/28/2022,14,70042,4/3/2022
29450,1801,3/28/2022,16,32960,4/2/2022
29451,1839,3/28/2022,1,71027,4/12/2022
29452,1851,3/28/2022,31,1476158,3/31/2022
29453,1842,3/28/2022,19,235258,4/1/2022
29454,1843,3/28/2022,6,75186,4/10/2022
29455,1785,3/28/2022,22,370810,4/4/2022
29456,1790,3/28/2022,20,820740,4/10/2022
29457,1789,3/28/2022,20,466560,4/5/2022
29458,1793,3/28/2022,5,7760,4/3/2022
29459,1853,3/28/2022,68,2864568,4/7/2022
29460,1849,3/28/2022,25,1030125,4/8/2022
29461,1786,3/28/2022,12,159672,4/7/2022
29462,1825,3/28/2022,1,5222,4/3/2022
29463,1817,3/28/2022,33,622215,4/8/2022
29464,1854,3/28/2022,17,50745,4/8/2022
29465,1818,3/28/2022,67,1829703,4/6/2022
29466,1813,3/28/2022,10,27510,4/4/2022
29467,1800,3/28/2022,29,699625,4/4/2022
29468,1822,3/28/2022,5,23055,4/7/2022
29469,1840,3/28/2022,4,80552,4/1/2022
29470,1821,3/28/2022,22,52382,4/3/2022
29471,1806,3/28/2022,4,48388,4/8/2022
29472,1791,4/4/2022,28,104216,4/11/2022
29473,1860,4/4/2022,23,280922,4/9/2022
29474,1798,4/4/2022,20,368000,4/18/2022
29475,1804,4/4/2022,3,28896,4/16/2022
29476,1802,4/4/2022,6,21186,4/12/2022
29477,1809,4/4/2022,6,124386,4/15/2022
29478,1796,4/4/2022,30,237840,4/7/2022
29479,1820,4/4/2022,27,343710,4/9/2022
29480,1823,4/4/2022,15,243465,4/15/2022
29481,1856,4/4/2022,1,7389,4/14/2022
29482,1863,4/4/2022,15,52770,4/15/2022
29483,1795,4/4/2022,49,181888,4/13/2022
29484,1831,4/4/2022,25,426225,4/13/2022
29485,1803,4/4/2022,5,27660,4/7/2022
29486,1848,4/4/2022,12,63108,4/8/2022
29487,1799,4/4/2022,33,1022373,4/15/2022
29488,1844,4/4/2022,1,15909,4/10/2022
29489,1816,4/4/2022,3,54888,4/9/2022
29490,1829,4/4/2022,5,31430,4/12/2022
29491,1858,4/4/2022,1,51711,4/11/2022
29492,1847,4/4/2022,30,189660,4/16/2022
29493,1814,4/4/2022,2,83010,4/10/2022
29494,1830,4/4/2022,5,25015,4/9/2022
29495,1832,4/4/2022,16,563360,4/10/2022
29496,1845,4/4/2022,14,226590,4/19/2022
29497,1805,4/4/2022,4,12372,4/12/2022
29498,1826,4/4/2022,7,23373,4/16/2022
29499,1801,4/4/2022,43,88580,4/12/2022
29500,1851,4/4/2022,45,2142810,4/10/2022
29501,1842,4/4/2022,4,49528,4/10/2022
29502,1785,4/4/2022,33,556215,4/14/2022
29503,1828,4/4/2022,77,1534302,4/12/2022
29504,1793,4/4/2022,18,27936,4/7/2022
29505,1819,4/4/2022,21,178962,4/9/2022
29506,1867,4/4/2022,30,374910,4/17/2022
29507,1869,4/4/2022,10,11350,4/13/2022
29508,1825,4/4/2022,4,20888,4/14/2022
29509,1841,4/4/2022,12,267456,4/18/2022
29510,1827,4/4/2022,28,376544,4/14/2022
29511,1813,4/4/2022,19,52269,4/13/2022
29512,1861,4/4/2022,22,290928,4/19/2022
29513,1852,4/4/2022,15,805320,4/9/2022
29514,1800,4/4/2022,37,892625,4/8/2022
29515,1787,4/4/2022,3,50364,4/15/2022
29516,1797,4/4/2022,33,131802,4/17/2022
29517,1866,4/4/2022,4,52724,4/10/2022
29518,1840,4/4/2022,3,60414,4/11/2022
29519,1821,4/4/2022,8,19048,4/16/2022
29520,1791,4/11/2022,4,14888,4/23/2022
29521,1812,4/11/2022,36,546660,4/15/2022
29522,1810,4/11/2022,2,13410,4/20/2022
29523,1788,4/11/2022,35,1175965,4/24/2022
29524,1796,4/11/2022,3,23784,4/17/2022
29525,1820,4/11/2022,15,190950,4/14/2022
29526,1792,4/11/2022,22,147818,4/23/2022
29527,1846,4/11/2022,7,95928,4/21/2022
29528,1824,4/11/2022,2,11936,4/16/2022
29529,1803,4/11/2022,5,27660,4/19/2022
29530,1794,4/11/2022,25,90775,4/21/2022
29531,1811,4/11/2022,17,95234,4/25/2022
29532,1848,4/11/2022,14,73626,4/15/2022
29533,1815,4/11/2022,3,52089,4/16/2022
29534,1850,4/11/2022,50,1703500,4/17/2022
29535,1844,4/11/2022,3,47727,4/17/2022
29536,1816,4/11/2022,2,36592,4/26/2022
29537,1855,4/11/2022,14,45822,4/19/2022
29538,1830,4/11/2022,10,50030,4/15/2022
29539,1832,4/11/2022,25,880250,4/19/2022
29540,1833,4/11/2022,1,92867,4/25/2022
29541,1851,4/11/2022,14,666652,4/20/2022
29542,1842,4/11/2022,14,173348,4/22/2022
29543,1843,4/11/2022,8,100248,4/18/2022
29544,1790,4/11/2022,107,4390959,4/22/2022
29545,1789,4/11/2022,45,1049760,4/18/2022
29546,1793,4/11/2022,11,17072,4/20/2022
29547,1853,4/11/2022,81,3412206,4/16/2022
29548,1849,4/11/2022,47,1936635,4/21/2022
29549,1786,4/11/2022,37,492322,4/23/2022
29550,1817,4/11/2022,33,622215,4/17/2022
29551,1854,4/11/2022,45,134325,4/16/2022
29552,1818,4/11/2022,61,1665849,4/22/2022
29553,1800,4/11/2022,17,410125,4/14/2022
29554,1822,4/11/2022,26,119886,4/19/2022
29555,1840,4/11/2022,5,100690,4/17/2022
29556,1806,4/11/2022,8,96776,4/19/2022
29557,1798,4/18/2022,16,294400,4/21/2022
29558,1812,4/18/2022,4,60740,4/27/2022
29559,1804,4/18/2022,3,28896,5/3/2022
29560,1802,4/18/2022,8,28248,4/27/2022
29561,1809,4/18/2022,11,228041,4/25/2022
29562,1796,4/18/2022,3,23784,4/24/2022
29563,1820,4/18/2022,3,38190,4/30/2022
29564,1856,4/18/2022,19,140391,4/21/2022
29565,1824,4/18/2022,6,35808,4/23/2022
29566,1795,4/18/2022,8,29696,4/30/2022
29567,1831,4/18/2022,29,494421,4/23/2022
29568,1848,4/18/2022,8,42072,4/25/2022
29569,1799,4/18/2022,16,495696,4/30/2022
29570,1815,4/18/2022,5,86815,4/21/2022
29571,1850,4/18/2022,17,579190,4/22/2022
29572,1844,4/18/2022,2,31818,5/3/2022
29573,1829,4/18/2022,27,169722,5/3/2022
29574,1847,4/18/2022,10,63220,4/23/2022
29575,1836,4/18/2022,1,19089,4/24/2022
29576,1814,4/18/2022,1,41505,4/24/2022
29577,1830,4/18/2022,15,75045,4/27/2022
29578,1805,4/18/2022,5,15465,4/28/2022
29579,1826,4/18/2022,3,10017,4/27/2022
29580,1801,4/18/2022,22,45320,4/30/2022
29581,1843,4/18/2022,5,62655,4/22/2022
29582,1785,4/18/2022,17,286535,5/1/2022
29583,1828,4/18/2022,44,876744,4/22/2022
29584,1853,4/18/2022,34,1432284,4/24/2022
29585,1819,4/18/2022,6,51132,4/29/2022
29586,1825,4/18/2022,15,78330,4/23/2022
29587,1817,4/18/2022,10,188550,5/1/2022
29588,1854,4/18/2022,3,8955,4/24/2022
29589,1841,4/18/2022,8,178304,4/28/2022
29590,1827,4/18/2022,10,134480,4/24/2022
29591,1813,4/18/2022,29,79779,5/1/2022
29592,1852,4/18/2022,2,107376,4/28/2022
29593,1800,4/18/2022,11,265375,4/26/2022
29594,1787,4/18/2022,16,268608,4/22/2022
29595,1797,4/18/2022,22,87868,4/21/2022
29596,1840,4/18/2022,7,140966,4/26/2022
29597,1821,4/18/2022,9,21429,5/1/2022
29598,1791,4/25/2022,23,85606,5/7/2022
29599,1798,4/25/2022,9,165600,5/6/2022
29600,1810,4/25/2022,4,26820,5/1/2022
29601,1809,4/25/2022,16,331696,5/4/2022
29602,1788,4/25/2022,27,907173,5/4/2022
29603,1796,4/25/2022,2,15856,5/3/2022
29604,1823,4/25/2022,13,211003,5/2/2022
29605,1792,4/25/2022,14,94066,5/6/2022
29606,1856,4/25/2022,2,14778,5/5/2022
29607,1846,4/25/2022,17,232968,5/2/2022
29608,1831,4/25/2022,5,85245,5/7/2022
29609,1803,4/25/2022,4,22128,5/2/2022
29610,1794,4/25/2022,15,54465,4/29/2022
29611,1811,4/25/2022,8,44816,5/10/2022
29612,1848,4/25/2022,15,78885,5/7/2022
29613,1815,4/25/2022,10,173630,4/30/2022
29614,1850,4/25/2022,21,715470,5/3/2022
29615,1847,4/25/2022,12,75864,5/1/2022
29616,1855,4/25/2022,4,13092,4/30/2022
29617,1845,4/25/2022,18,291330,5/3/2022
29618,1839,4/25/2022,3,213081,5/5/2022
29619,1851,4/25/2022,38,1809484,5/5/2022
29620,1842,4/25/2022,6,74292,5/7/2022
29621,1843,4/25/2022,3,37593,5/3/2022
29622,1828,4/25/2022,23,458298,5/2/2022
29623,1790,4/25/2022,45,1846665,5/3/2022
29624,1789,4/25/2022,32,746496,4/28/2022
29625,1793,4/25/2022,22,34144,4/30/2022
29626,1853,4/25/2022,23,968898,5/4/2022
29627,1849,4/25/2022,21,865305,4/29/2022
29628,1786,4/25/2022,18,239508,5/1/2022
29629,1838,4/25/2022,5,133225,5/1/2022
29630,1825,4/25/2022,7,36554,5/3/2022
29631,1854,4/25/2022,14,41790,5/3/2022
29632,1818,4/25/2022,53,1447377,4/28/2022
29633,1827,4/25/2022,6,80688,5/2/2022
29634,1787,4/25/2022,1,16788,4/30/2022
29635,1822,4/25/2022,8,36888,5/4/2022
29636,1797,4/25/2022,7,27958,5/3/2022
29637,1806,4/25/2022,1,12097,4/30/2022
29638,1860,5/2/2022,19,232066,5/8/2022
29639,1812,5/2/2022,26,394810,5/11/2022
29640,1810,5/2/2022,10,67050,5/5/2022
29641,1802,5/2/2022,1,3531,5/8/2022
29642,1820,5/2/2022,16,203680,5/14/2022
29643,1823,5/2/2022,8,129848,5/12/2022
29644,1863,5/2/2022,17,59806,5/18/2022
29645,1846,5/2/2022,12,164448,5/15/2022
29646,1824,5/2/2022,20,119360,5/13/2022
29647,1795,5/2/2022,41,152192,5/12/2022
29648,1803,5/2/2022,7,38724,5/6/2022
29649,1794,5/2/2022,25,90775,5/12/2022
29650,1799,5/2/2022,40,1239240,5/8/2022
29651,1815,5/2/2022,4,69452,5/6/2022
29652,1816,5/2/2022,12,219552,5/13/2022
29653,1847,5/2/2022,8,50576,5/8/2022
29654,1855,5/2/2022,9,29457,5/15/2022
29655,1830,5/2/2022,24,120072,5/12/2022
29656,1832,5/2/2022,6,211260,5/11/2022
29657,1805,5/2/2022,19,58767,5/17/2022
29658,1826,5/2/2022,2,6678,5/13/2022
29659,1801,5/2/2022,48,98880,5/16/2022
29660,1785,5/2/2022,39,657345,5/6/2022
29661,1828,5/2/2022,19,378594,5/10/2022
29662,1789,5/2/2022,27,629856,5/9/2022
29663,1793,5/2/2022,10,15520,5/6/2022
29664,1819,5/2/2022,16,136352,5/7/2022
29665,1849,5/2/2022,40,1648200,5/12/2022
29666,1867,5/2/2022,24,299928,5/10/2022
29667,1786,5/2/2022,23,306038,5/18/2022
29668,1869,5/2/2022,10,11350,5/15/2022
29669,1817,5/2/2022,37,697635,5/8/2022
29670,1841,5/2/2022,15,334320,5/13/2022
29671,1818,5/2/2022,31,846579,5/17/2022
29672,1827,5/2/2022,5,67240,5/10/2022
29673,1813,5/2/2022,25,68775,5/14/2022
29674,1861,5/2/2022,24,317376,5/13/2022
29675,1852,5/2/2022,9,483192,5/9/2022
29676,1800,5/2/2022,53,1278625,5/12/2022
29677,1787,5/2/2022,6,100728,5/10/2022
29678,1866,5/2/2022,3,39543,5/13/2022
29679,1840,5/2/2022,8,161104,5/6/2022
29680,1821,5/2/2022,24,57144,5/9/2022
29681,1806,5/2/2022,1,12097,5/6/2022
29682,1791,5/9/2022,26,96772,5/17/2022
29683,1798,5/9/2022,19,349600,5/19/2022
29684,1804,5/9/2022,12,115584,5/20/2022
29685,1802,5/9/2022,8,28248,5/17/2022
29686,1809,5/9/2022,20,414620,5/18/2022
29687,1788,5/9/2022,51,1713549,5/20/2022
29688,1796,5/9/2022,31,245768,5/19/2022
29689,1792,5/9/2022,36,241884,5/18/2022
29690,1856,5/9/2022,22,162558,5/23/2022
29691,1831,5/9/2022,28,477372,5/22/2022
29692,1848,5/9/2022,23,120957,5/13/2022
29693,1799,5/9/2022,19,588639,5/16/2022
29694,1815,5/9/2022,5,86815,5/19/2022
29695,1850,5/9/2022,64,2180480,5/15/2022
29696,1844,5/9/2022,20,318180,5/13/2022
29697,1829,5/9/2022,21,132006,5/16/2022
29698,1858,5/9/2022,1,51711,5/22/2022
29699,1847,5/9/2022,16,101152,5/19/2022
29700,1845,5/9/2022,25,404625,5/14/2022
29701,1851,5/9/2022,49,2333282,5/17/2022
29702,1842,5/9/2022,14,173348,5/20/2022
29703,1843,5/9/2022,19,238089,5/21/2022
29704,1785,5/9/2022,16,269680,5/24/2022
29705,1790,5/9/2022,82,3365034,5/16/2022
29706,1789,5/9/2022,29,676512,5/23/2022
29707,1793,5/9/2022,14,21728,5/15/2022
29708,1853,5/9/2022,119,5012994,5/18/2022
29709,1819,5/9/2022,4,34088,5/15/2022
29710,1825,5/9/2022,8,41776,5/17/2022
29711,1817,5/9/2022,10,188550,5/20/2022
29712,1854,5/9/2022,22,65670,5/22/2022
29713,1852,5/9/2022,1,53688,5/21/2022
29714,1822,5/9/2022,13,59943,5/20/2022
29715,1797,5/9/2022,35,139790,5/12/2022
29716,1840,5/9/2022,5,100690,5/17/2022
29717,1821,5/9/2022,7,16667,5/15/2022
29718,1806,5/9/2022,5,60485,5/12/2022
29719,1812,5/16/2022,34,516290,5/22/2022
29720,1857,5/16/2022,5,175560,5/20/2022
29721,1820,5/16/2022,5,63650,5/20/2022
29722,1823,5/16/2022,18,292158,5/26/2022
29723,1846,5/16/2022,11,150744,5/23/2022
29724,1824,5/16/2022,4,23872,5/21/2022
29725,1795,5/16/2022,23,85376,5/21/2022
29726,1803,5/16/2022,4,22128,5/26/2022
29727,1794,5/16/2022,28,101668,5/20/2022
29728,1811,5/16/2022,19,106438,5/30/2022
29729,1848,5/16/2022,13,68367,5/26/2022
29730,1799,5/16/2022,12,371772,5/24/2022
29731,1850,5/16/2022,19,647330,5/27/2022
29732,1816,5/16/2022,15,274440,5/21/2022
29733,1829,5/16/2022,6,37716,5/24/2022
29734,1830,5/16/2022,16,80048,5/31/2022
29735,1832,5/16/2022,21,739410,5/23/2022
29736,1826,5/16/2022,7,23373,5/26/2022
29737,1801,5/16/2022,24,49440,5/24/2022
29738,1828,5/16/2022,63,1255338,5/19/2022
29739,1790,5/16/2022,34,1395258,5/26/2022
29740,1819,5/16/2022,2,17044,5/27/2022
29741,1849,5/16/2022,23,947715,5/30/2022
29742,1841,5/16/2022,19,423472,5/21/2022
29743,1827,5/16/2022,29,389992,5/26/2022
29744,1813,5/16/2022,21,57771,5/29/2022
29745,1800,5/16/2022,24,579000,5/23/2022
29746,1787,5/16/2022,8,134304,5/23/2022
29747,1797,5/16/2022,4,15976,5/23/2022
29748,1821,5/16/2022,13,30953,5/23/2022
29749,1806,5/16/2022,4,48388,5/25/2022
29750,1791,5/23/2022,20,74440,5/29/2022
29751,1798,5/23/2022,23,423200,6/1/2022
29752,1812,5/23/2022,14,212590,5/26/2022
29753,1804,5/23/2022,5,48160,5/31/2022
29754,1802,5/23/2022,20,70620,5/31/2022
29755,1809,5/23/2022,5,103655,5/30/2022
29756,1788,5/23/2022,39,1310361,6/1/2022
29757,1796,5/23/2022,9,71352,6/1/2022
29758,1820,5/23/2022,5,63650,6/4/2022
29759,1792,5/23/2022,6,40314,5/30/2022
29760,1856,5/23/2022,6,44334,5/28/2022
29761,1846,5/23/2022,6,82224,6/2/2022
29762,1831,5/23/2022,22,375078,6/2/2022
29763,1794,5/23/2022,3,10893,5/30/2022
29764,1844,5/23/2022,4,63636,6/2/2022
29765,1816,5/23/2022,4,73184,6/2/2022
29766,1847,5/23/2022,16,101152,5/28/2022
29767,1855,5/23/2022,2,6546,5/31/2022
29768,1832,5/23/2022,6,211260,5/28/2022
29769,1845,5/23/2022,2,32370,6/1/2022
29770,1805,5/23/2022,18,55674,5/31/2022
29771,1839,5/23/2022,2,142054,6/2/2022
29772,1851,5/23/2022,25,1190450,5/26/2022
29773,1843,5/23/2022,4,50124,6/2/2022
29774,1828,5/23/2022,32,637632,5/28/2022
29775,1789,5/23/2022,17,396576,6/4/2022
29776,1793,5/23/2022,11,17072,5/28/2022
29777,1853,5/23/2022,66,2780316,5/31/2022
29778,1786,5/23/2022,58,771748,6/4/2022
29779,1825,5/23/2022,6,31332,6/2/2022
29780,1817,5/23/2022,46,867330,6/3/2022
29781,1854,5/23/2022,25,74625,6/3/2022
29782,1841,5/23/2022,15,334320,5/30/2022
29783,1818,5/23/2022,57,1556613,5/31/2022
29784,1852,5/23/2022,1,53688,6/8/2022
29785,1800,5/23/2022,10,241250,5/29/2022
29786,1787,5/23/2022,15,251820,6/7/2022
29787,1822,5/23/2022,2,9222,5/30/2022
29788,1797,5/23/2022,1,3994,5/30/2022
29789,1840,5/23/2022,16,322208,5/26/2022
29790,1821,5/23/2022,11,26191,5/31/2022
29791,1791,5/30/2022,10,37220,6/9/2022
29792,1812,5/30/2022,14,212590,6/9/2022
29793,1809,5/30/2022,10,207310,6/3/2022
29794,1823,5/30/2022,2,32462,6/4/2022
29795,1792,5/30/2022,8,53752,6/3/2022
29796,1856,5/30/2022,7,51723,6/7/2022
29797,1824,5/30/2022,11,65648,6/7/2022
29798,1795,5/30/2022,13,48256,6/5/2022
29799,1803,5/30/2022,6,33192,6/3/2022
29800,1811,5/30/2022,2,11204,6/12/2022
29801,1848,5/30/2022,28,147252,6/7/2022
29802,1799,5/30/2022,24,743544,6/2/2022
29803,1850,5/30/2022,31,1056170,6/7/2022
29804,1829,5/30/2022,21,132006,6/14/2022
29805,1847,5/30/2022,13,82186,6/12/2022
29806,1836,5/30/2022,2,38178,6/5/2022
29807,1832,5/30/2022,5,176050,6/10/2022
29808,1826,5/30/2022,2,6678,6/11/2022
29809,1801,5/30/2022,14,28840,6/3/2022
29810,1851,5/30/2022,13,619034,6/10/2022
29811,1842,5/30/2022,16,198112,6/4/2022
29812,1785,5/30/2022,25,421375,6/9/2022
29813,1828,5/30/2022,7,139482,6/6/2022
29814,1790,5/30/2022,33,1354221,6/8/2022
29815,1793,5/30/2022,10,15520,6/6/2022
29816,1819,5/30/2022,31,264182,6/5/2022
29817,1849,5/30/2022,24,988920,6/12/2022
29818,1827,5/30/2022,27,363096,6/6/2022
29819,1813,5/30/2022,27,74277,6/7/2022
29820,1800,5/30/2022,15,361875,6/3/2022
29821,1822,5/30/2022,2,9222,6/10/2022
29822,1797,5/30/2022,8,31952,6/4/2022
29823,1840,5/30/2022,2,40276,6/3/2022
29824,1806,5/30/2022,18,217746,6/4/2022
29825,1860,6/6/2022,26,317564,6/11/2022
29826,1798,6/6/2022,30,552000,6/14/2022
29827,1804,6/6/2022,11,105952,6/18/2022
29828,1809,6/6/2022,9,186579,6/15/2022
29829,1788,6/6/2022,55,1847945,6/15/2022
29830,1796,6/6/2022,32,253696,6/11/2022
29831,1820,6/6/2022,19,241870,6/12/2022
29832,1823,6/6/2022,2,32462,6/22/2022
29833,1792,6/6/2022,17,114223,6/19/2022
29834,1863,6/6/2022,12,42216,6/16/2022
29835,1846,6/6/2022,21,287784,6/13/2022
29836,1795,6/6/2022,36,133632,6/12/2022
29837,1831,6/6/2022,23,392127,6/11/2022
29838,1803,6/6/2022,2,11064,6/13/2022
29839,1794,6/6/2022,26,94406,6/9/2022
29840,1799,6/6/2022,35,1084335,6/14/2022
29841,1815,6/6/2022,7,121541,6/11/2022
29842,1844,6/6/2022,10,159090,6/12/2022
29843,1816,6/6/2022,17,311032,6/14/2022
29844,1858,6/6/2022,2,103422,6/14/2022
29845,1855,6/6/2022,12,39276,6/11/2022
29846,1830,6/6/2022,24,120072,6/12/2022
29847,1845,6/6/2022,31,501735,6/13/2022
29848,1805,6/6/2022,4,12372,6/12/2022
29849,1801,6/6/2022,39,80340,6/15/2022
29850,1833,6/6/2022,1,92867,6/17/2022
29851,1842,6/6/2022,9,111438,6/15/2022
29852,1843,6/6/2022,2,25062,6/13/2022
29853,1828,6/6/2022,27,538002,6/16/2022
29854,1789,6/6/2022,61,1423008,6/14/2022
29855,1793,6/6/2022,21,32592,6/10/2022
29856,1853,6/6/2022,95,4001970,6/11/2022
29857,1819,6/6/2022,11,93742,6/21/2022
29858,1867,6/6/2022,26,324922,6/11/2022
29859,1786,6/6/2022,34,452404,6/11/2022
29860,1869,6/6/2022,13,14755,6/13/2022
29861,1825,6/6/2022,18,93996,6/12/2022
29862,1817,6/6/2022,45,848475,6/15/2022
29863,1854,6/6/2022,36,107460,6/17/2022
29864,1841,6/6/2022,12,267456,6/14/2022
29865,1818,6/6/2022,81,2212029,6/19/2022
29866,1827,6/6/2022,19,255512,6/16/2022
29867,1861,6/6/2022,21,277704,6/10/2022
29868,1800,6/6/2022,37,892625,6/13/2022
29869,1797,6/6/2022,36,143784,6/18/2022
29870,1866,6/6/2022,2,26362,6/16/2022
29871,1840,6/6/2022,12,241656,6/18/2022
29872,1821,6/6/2022,14,33334,6/11/2022
29873,1791,6/13/2022,31,115382,6/18/2022
29874,1812,6/13/2022,27,409995,6/23/2022
29875,1796,6/13/2022,5,39640,6/20/2022
29876,1856,6/13/2022,10,73890,6/23/2022
29877,1824,6/13/2022,3,17904,6/17/2022
29878,1795,6/13/2022,7,25984,6/16/2022
29879,1831,6/13/2022,15,255735,6/20/2022
29880,1803,6/13/2022,2,11064,6/26/2022
29881,1794,6/13/2022,16,58096,6/16/2022
29882,1811,6/13/2022,8,44816,6/22/2022
29883,1848,6/13/2022,25,131475,6/23/2022
29884,1850,6/13/2022,71,2418970,6/18/2022
29885,1844,6/13/2022,1,15909,6/27/2022
29886,1847,6/13/2022,27,170694,6/19/2022
29887,1855,6/13/2022,5,16365,6/19/2022
29888,1830,6/13/2022,13,65039,6/22/2022
29889,1832,6/13/2022,20,704200,6/23/2022
29890,1845,6/13/2022,2,32370,6/23/2022
29891,1805,6/13/2022,7,21651,6/23/2022
29892,1851,6/13/2022,58,2761844,6/21/2022
29893,1843,6/13/2022,6,75186,6/21/2022
29894,1785,6/13/2022,44,741620,6/19/2022
29895,1790,6/13/2022,66,2708442,6/17/2022
29896,1793,6/13/2022,6,9312,6/23/2022
29897,1853,6/13/2022,13,547638,6/18/2022
29898,1849,6/13/2022,60,2472300,6/21/2022
29899,1786,6/13/2022,19,252814,6/18/2022
29900,1825,6/13/2022,6,31332,6/20/2022
29901,1813,6/13/2022,28,77028,6/19/2022
29902,1852,6/13/2022,4,214752,6/27/2022
29903,1800,6/13/2022,23,554875,6/18/2022
29904,1822,6/13/2022,3,13833,6/23/2022
29905,1821,6/13/2022,8,19048,6/18/2022
29906,1791,6/20/2022,8,29776,6/25/2022
29907,1798,6/20/2022,25,460000,6/29/2022
29908,1804,6/20/2022,5,48160,6/28/2022
29909,1802,6/20/2022,16,56496,6/26/2022
29910,1809,6/20/2022,11,228041,6/28/2022
29911,1788,6/20/2022,23,772777,6/29/2022
29912,1796,6/20/2022,3,23784,6/27/2022
29913,1820,6/20/2022,16,203680,6/29/2022
29914,1792,6/20/2022,11,73909,6/27/2022
29915,1846,6/20/2022,5,68520,6/30/2022
29916,1824,6/20/2022,6,35808,7/4/2022
29917,1795,6/20/2022,9,33408,6/25/2022
29918,1831,6/20/2022,14,238686,6/26/2022
29919,1794,6/20/2022,3,10893,6/27/2022
29920,1799,6/20/2022,29,898449,6/27/2022
29921,1815,6/20/2022,10,173630,7/4/2022
29922,1850,6/20/2022,13,442910,6/28/2022
29923,1829,6/20/2022,32,201152,6/26/2022
29924,1858,6/20/2022,2,103422,7/4/2022
29925,1847,6/20/2022,13,82186,6/27/2022
29926,1814,6/20/2022,1,41505,7/1/2022
29927,1826,6/20/2022,2,6678,6/25/2022
29928,1801,6/20/2022,18,37080,6/30/2022
29929,1842,6/20/2022,7,86674,6/25/2022
29930,1785,6/20/2022,16,269680,6/30/2022
29931,1828,6/20/2022,65,1295190,6/26/2022
29932,1790,6/20/2022,9,369333,6/26/2022
29933,1789,6/20/2022,47,1096416,6/26/2022
29934,1853,6/20/2022,33,1390158,7/4/2022
29935,1786,6/20/2022,15,199590,7/3/2022
29936,1825,6/20/2022,5,26110,7/2/2022
29937,1817,6/20/2022,42,791910,6/28/2022
29938,1854,6/20/2022,24,71640,6/30/2022
29939,1841,6/20/2022,6,133728,6/29/2022
29940,1818,6/20/2022,69,1884321,7/2/2022
29941,1827,6/20/2022,29,389992,7/3/2022
29942,1813,6/20/2022,14,38514,6/27/2022
29943,1800,6/20/2022,21,506625,6/24/2022
29944,1797,6/20/2022,26,103844,6/24/2022
29945,1840,6/20/2022,18,362484,6/27/2022
29946,1821,6/20/2022,6,14286,6/23/2022
29947,1806,6/20/2022,3,36291,7/3/2022
29948,1791,6/27/2022,16,59552,7/3/2022
29949,1812,6/27/2022,29,440365,7/3/2022
29950,1810,6/27/2022,1,6705,7/4/2022
29951,1802,6/27/2022,5,17655,7/3/2022
29952,1796,6/27/2022,2,15856,7/5/2022
29953,1823,6/27/2022,7,113617,7/8/2022
29954,1856,6/27/2022,7,51723,7/9/2022
29955,1795,6/27/2022,8,29696,7/7/2022
29956,1831,6/27/2022,17,289833,7/4/2022
29957,1803,6/27/2022,12,66384,7/2/2022
29958,1794,6/27/2022,6,21786,7/5/2022
29959,1811,6/27/2022,13,72826,7/9/2022
29960,1848,6/27/2022,18,94662,7/5/2022
29961,1799,6/27/2022,12,371772,7/4/2022
29962,1829,6/27/2022,4,25144,7/4/2022
29963,1847,6/27/2022,5,31610,7/2/2022
29964,1855,6/27/2022,3,9819,7/6/2022
29965,1830,6/27/2022,13,65039,7/8/2022
29966,1832,6/27/2022,36,1267560,7/1/2022
29967,1845,6/27/2022,16,258960,7/4/2022
