item_id,description,description_2,group_description,unit_sale_price (CLP),cost (CLP),storage_cost (CLP),stock,size_m3,cost_per_purchase
674,zd army green collar medium,paseo,accesorios,10900.0,7610.0,22.0,0.0,0.001,500.0
522,small heart aluminum black (my family),placas identificacion,accesorios,7130.0,5042.0,18.0,0.0,0.004,1150.0
513,baytril comp.50 un,antibiotico,medicamentos,18260.0,14027.0,34.0,0.0,0.0002,500.0
81,zeus collar ajustable  m   fucsia,paseo,accesorios,5290.0,3878.0,11.0,0.0,0.001,500.0
1080,coastal comfort soft arnes morado m,paseo,accesorios,29990.0,20457.0,74.0,0.0,0.004,1600.0
892,le salon cepillo alisador autolimpiante,grooming,accesorios,19990.0,14733.0,49.0,4.0,0.004,500.0
380,brit care adult small breed l&r 3 kg,adultos,alimento,24990.0,18047.0,75.0,44.0,0.015,500.0
1583,l.w. golosina peq. animales quinoa 50 gr,snack,accesorios,4690.0,3646.0,11.0,1.0,0.004,1300.0
84,gumi juguete hilo dental seda  s ,juguetes,accesorios,11990.0,9551.0,25.0,2.0,0.001,500.0
329,white and black european shorthair (my family),placas identificacion,accesorios,17560.0,12213.0,43.0,1.0,0.004,900.0
976,zeus arnes fig.a  m  coral,paseo,accesorios,10990.0,7369.0,23.0,1.0,0.001,500.0
1386,rodillo quitapelos y pelusas,higiene,accesorios,4990.0,3698.0,11.0,43.0,0.001,500.0
1037,zd army green adjustable air mesh harness large,paseo,accesorios,26400.0,18047.0,65.0,2.0,0.004,500.0
966,bravery lamb adult large/medium b. 4 kg,adultos,alimento,22900.0,17441.0,70.0,1.0,0.015,1350.0
1847,juguete limpieza dental doble,juguetes,accesorios,8990.0,6322.0,19.0,,,500.0
451,"zeus collar ajustable ""xl"" grafito",paseo,accesorios,7790.0,6135.0,17.0,3.0,0.001,500.0
490,bravecto gato 2.8 a 6.25 kg,ant. ext.,medicamentos,31470.0,24083.0,58.0,13.0,0.0002,600.0
1385,amity sp low grain chicken adult 4 kg,adultos,alimento,15990.0,10667.0,49.0,0.0,0.015,900.0
287,lw carpa animales mediana,enriquecimiento ambiental,accesorios,11590.0,8706.0,25.0,0.0,0.001,500.0
802,coastal sublime collar teal stripe l,paseo,accesorios,16990.0,12765.0,36.0,0.0,0.001,700.0
1855,botella de paseo 1 un,hogar-transporte,accesorios,4990.0,3273.0,11.0,,,500.0
1836,igloo dog house,hogar-transporte,accesorios,29000.0,19089.0,139.0,,,500.0
1244,do cinturon seguridad auto 25mmx55-87cm,paseo,accesorios,12590.0,8862.0,27.0,4.0,0.001,500.0
874,proplan puppy optistart complete 15 kg.,cachorros,alimento,49990.0,39346.0,150.0,1.0,0.015,1950.0
1364,monge medium adult chicken 12 kg,adultos,alimento,54490.0,41464.0,164.0,1.0,0.015,1150.0
774,zeedog mahalo h-harness medium,paseo,accesorios,16840.0,13413.0,35.0,2.0,0.001,500.0
810,pro plan adult small breed 3kg ar,adultos,alimento,29550.0,20679.0,90.0,0.0,0.015,1650.0
1548,yorkshire terrier  jr 3 kilo ,razas,alimento,34270.0,24114.0,103.0,0.0,0.015,1450.0
327,afp lamb triplets mice,juguetes,accesorios,8990.0,6979.0,22.0,0.0,0.004,950.0
1442,zeedog mahleb collar medium,paseo,accesorios,10200.0,7546.0,21.0,1.0,0.001,500.0
712,pro plan adult medium breed 15kg ar,adultos,alimento,77690.0,57589.0,234.0,2.0,0.015,1200.0
999,proplan puppy optis. large br. 15 kg.,cachorros,alimento,49900.0,33954.0,150.0,4.0,0.015,4200.0
1018,brit care cat turkey pate with ham 70grs,latas,alimento,1600.0,1181.0,4.0,0.0,0.015,3050.0
1657,royal can. vet cat  young male 1.5 kg.,adultos,alimento,21780.0,17420.0,65.0,0.0,0.015,500.0
177, repti resercoir ,enriquecimiento ambiental,accesorios,9290.0,6572.0,23.0,0.0,0.004,500.0
694,canine k/d x  lata x 370 gms,latas medicadas,alimento,7690.0,5492.0,24.0,6.0,0.015,4750.0
86,happy home repelente para mascotas 1 lt.,higiene,accesorios,9980.0,7270.0,21.0,0.0,0.001,500.0
1315,daily stuff cama peluche,camas,accesorios,22990.0,15003.0,49.0,2.0,0.001,500.0
1774,eukanuba puppy small 7.5 kg,cachorros,alimento,52870.0,40335.0,159.0,1.0,0.015,1850.0
457,pawise arnes y cinturon de seguridad l,paseo,accesorios,14990.0,10151.0,31.0,1.0,0.001,500.0
54,afp lamb cuddle country animals,juguetes,accesorios,11690.0,8602.0,29.0,4.0,0.004,900.0
1406,crown (my family),placas identificacion,accesorios,17560.0,12314.0,37.0,0.0,0.001,550.0
221,eukanuba adulto small breed 6.8 kg,adultos,alimento,47100.0,34172.0,142.0,0.0,0.015,2300.0
113,nath cat adulto esterilizado sabor pollo y arroz,adultos,alimento,27990.0,21362.0,85.0,133.0,0.015,1900.0
859,loft dog house,hogar-transporte,accesorios,139990.0,101721.0,292.0,7.0,0.001,1950.0
1201,arnes gato colores g.a,paseo,accesorios,5000.0,3537.0,11.0,1.0,0.001,500.0
973,tx enganche cinturon seguridad standar,paseo,accesorios,5390.0,3878.0,11.0,5.0,0.001,500.0
174,pro plan adult cat 7+ 3kg ar,adultos,alimento,33580.0,25070.0,101.0,0.0,0.015,1650.0
845,bowl 20 cm,comederos,accesorios,5990.0,4580.0,14.0,4.0,0.004,1000.0
589,cama zapato- mediano catapet,camas,accesorios,25790.0,18599.0,54.0,0.0,0.001,800.0
1610,advantage gatos <4 kg,ant. ext.,medicamentos,8570.0,6780.0,16.0,0.0,0.0002,500.0
18,body cobre talla 1,ropa,medicamentos,13500.0,9067.0,25.0,1.0,0.0002,500.0
423,fiprokill spray x 250 ml ,ant. ext.,medicamentos,24990.0,18969.0,46.0,1.0,0.0002,500.0
285,zeedog finger puppets,paseo,accesorios,17900.0,12753.0,37.0,1.0,0.001,600.0
1486,zeedog prisma collar small,paseo,accesorios,9870.0,6573.0,25.0,0.0,0.004,500.0
428,big round aluminum red (my family),placas identificacion,accesorios,7130.0,4723.0,15.0,0.0,0.001,500.0
1414,caja carton transporte p.anim 28x15x18cm,hogar-transporte,accesorios,3370.0,2531.0,9.0,1.0,0.004,500.0
1242,afp furry ball fluffer rojo,juguetes,accesorios,4690.0,3073.0,11.0,0.0,0.004,850.0
31,zeedog cannon ball,paseo,accesorios,7470.0,5310.0,15.0,0.0,0.001,500.0
824,zeedog black bowl small,comederos,accesorios,5700.0,3766.0,14.0,0.0,0.004,950.0
1576,jg velvet bobbler,juguetes,accesorios,7780.0,5509.0,17.0,0.0,0.001,500.0
214,pelota portagolosina azul small,juguetes,accesorios,6990.0,4580.0,17.0,0.0,0.004,550.0
1368,habitrail ovo mini,hogar-transporte,accesorios,69990.0,55928.0,171.0,0.0,0.004,500.0
326,ultrafil perros y gatos 15 ml,otico,medicamentos,15360.0,11624.0,29.0,3.0,0.0002,500.0
1040,sucravet,digestivo,medicamentos,19990.0,15156.0,37.0,2.0,0.0002,500.0
1494,brit care gf puppy salmon 12 kg,cachorros,alimento,64990.0,43047.0,196.0,4.0,0.015,650.0
1114,arnes talla l,paseo,accesorios,6490.0,4270.0,15.0,6.0,0.004,1150.0
341,capa polar chiporro t/7 cata pets,ropa,accesorios,16890.0,13508.0,35.0,1.0,0.001,500.0
629,eukanuba adulto large breed 15 kg,adultos,alimento,82410.0,58804.0,249.0,3.0,0.015,3400.0
147,coastal sublime collar pink xs,paseo,accesorios,10490.0,6926.0,22.0,1.0,0.001,500.0
360,frontline pipeta perro 20-40kg,ant. ext.,medicamentos,17190.0,12155.0,32.0,0.0,0.0002,500.0
83,proplan adulto dog pollo arroz  370grs,humedo,alimento,3820.0,3031.0,13.0,1.0,0.015,3250.0
48,coastal sublime trailla cubes/purple,paseo,accesorios,19590.0,14598.0,41.0,1.0,0.001,500.0
468,big bone golden brass (my family),placas identificacion,accesorios,9200.0,6314.0,19.0,1.0,0.001,500.0
155,zeus arnes fig.a  s  coral,paseo,accesorios,7990.0,5498.0,17.0,3.0,0.001,500.0
1309,yorkshire pouch 12x85g,humedo,alimento,2330.0,1709.0,8.0,1.0,0.015,500.0
1402,cadena cordon 4 mm a.doctor,paseo,accesorios,4490.0,3569.0,10.0,2.0,0.001,500.0
1814,front range arnés naranjo,paseo,accesorios,59990.0,41505.0,126.0,,,500.0
500,coastal k9 explorer arnes acolchado guinda m,paseo,accesorios,35990.0,23566.0,76.0,1.0,0.001,1050.0
179,coastal maslow plato cobre martillado 1182 ml,paseo,accesorios,11490.0,8142.0,25.0,2.0,0.001,500.0
1220,zeedog ella collar cat,paseo,accesorios,4880.0,3693.0,10.0,2.0,0.001,500.0
900,proplan cat urinary 3 kgs.,adultos,alimento,21900.0,17174.0,67.0,2.0,0.015,1350.0
692,cytopoint 40 mg iny 30-40 k,medicamentos,medicamentos,56590.0,39076.0,104.0,0.0,0.0002,1000.0
772,collar c/flor gde. a. doctor,paseo,accesorios,3170.0,2149.0,7.0,0.0,0.004,1000.0
1519,pawise hollow mono,juguetes,accesorios,6990.0,4925.0,14.0,2.0,0.001,500.0
528,zd blue air-leash,paseo,accesorios,37900.0,26089.0,93.0,0.0,0.004,700.0
346,pro plan  perro  reduce calor. optilife 3 kilo,adultos,alimento,17490.0,11740.0,54.0,0.0,0.015,1700.0
1366,amity sp low grain chicken puppy 14 kg,cachorros,alimento,52990.0,34561.0,160.0,0.0,0.015,5400.0
1830,dispensador small,juguetes,accesorios,6990.0,5003.0,17.0,,,500.0
715,body cobre talla 6 ( 7 - 9 kg ),higiene,medicamentos,16000.0,11226.0,30.0,2.0,0.0002,500.0
1052,puzzle tornado nivel 2,juguetes,accesorios,24990.0,17133.0,52.0,26.0,0.001,500.0
886,carpeta orientadora pad 7 unid,higiene,accesorios,3190.0,2109.0,7.0,0.0,0.004,800.0
601,nf aqua plus anticloro 30 ml,acc acuarios,accesorios,3190.0,2390.0,6.0,3.0,0.001,500.0
949,rimadyl 25 mg x 14 tabletas ,analgesico,medicamentos,17840.0,13742.0,33.0,10.0,0.0002,500.0
243,kit mamadera beaphar 35ml,bebederos,accesorios,12340.0,9007.0,26.0,2.0,0.001,500.0
785,parka t/2 cata pets,ropa,accesorios,17890.0,11769.0,43.0,1.0,0.004,850.0
1600,pro plan feline veterinary diets ur,adultos,alimento,28990.0,19322.0,88.0,0.0,0.015,5350.0
312,brit care cat indoor (monty) 2 kg,adultos,alimento,15900.0,11441.0,49.0,0.0,0.015,700.0
435,zeus nosh hueso duro sabor carne/queso s,juguetes,accesorios,6490.0,4887.0,15.0,0.0,0.004,900.0
1773,pro plan reduced calorie cat 3kg ar,adultos,alimento,36370.0,25525.0,109.0,2.0,0.015,2900.0
819,front range arnés naranjo,paseo,accesorios,59990.0,47241.0,126.0,0.0,0.001,1200.0
308,coastal style collar plaids,paseo,accesorios,6990.0,5018.0,14.0,0.0,0.001,500.0
430,ciprovet x 5 ml,ocular,medicamentos,23860.0,17755.0,44.0,6.0,0.0002,500.0
660,coastal sublime trailla flower pink/pink,paseo,accesorios,19590.0,15671.0,41.0,1.0,0.001,650.0
566,zeedog neopro green leash small,paseo,accesorios,15900.0,11631.0,34.0,0.0,0.001,500.0
1832,alfombrilla de entrenamiento de cesped,higiene,accesorios,49990.0,35210.0,150.0,,,500.0
181,zd pacco leash small,paseo,accesorios,13900.0,10681.0,29.0,3.0,0.001,600.0
1083,coastal lazer brite trailla lime skulls l 1.8m,paseo,accesorios,25590.0,17131.0,53.0,0.0,0.001,500.0
621,seresto collar p/g mas de 8 kilos,ant. ext.,medicamentos,52990.0,40766.0,98.0,6.0,0.0002,1000.0
722,zeedog gotham bow-tie large,paseo,accesorios,6500.0,4998.0,13.0,0.0,0.001,500.0
1117,coastal fashion collar black skulls,paseo,accesorios,7990.0,5499.0,17.0,0.0,0.001,500.0
834,brit care adult medium breed l&r 12 kg,adultos,alimento,62990.0,46816.0,190.0,4.0,0.015,1850.0
296,dogit paños humedos 40 unid,higiene,accesorios,4550.0,3101.0,10.0,0.0,0.001,500.0
1131,pawise hollow ranita,juguetes,accesorios,5790.0,3916.0,12.0,3.0,0.001,500.0
1216,amity sp low grain chicken puppy 4 kg,cachorros,alimento,17990.0,11717.0,55.0,2.0,0.015,4900.0
1103,bravecto 500 mg perro 10 a 20 kg,ant. ext.,medicamentos,34800.0,24921.0,64.0,15.0,0.0002,850.0
1159,pawise peluche unicornio con sonido perro,juguetes,accesorios,9990.0,6818.0,21.0,3.0,0.001,500.0
105,dermisolona 20mg x10 com,ant. ext.,medicamentos,15660.0,10441.0,29.0,5.0,0.0002,500.0
126,afp treat hider perro,juguetes,accesorios,15590.0,11585.0,33.0,0.0,0.001,500.0
1058,brit care cat sterilized urinary 2kg,adultos,alimento,18990.0,14376.0,57.0,4.0,0.015,4700.0
965,parka t/6 cata pets,ropa,accesorios,21890.0,14470.0,46.0,0.0,0.001,700.0
355,coastal sublime trailla flower teal/teal stripe,paseo,accesorios,19590.0,12964.0,41.0,0.0,0.001,600.0
1516,collar luminoso animal care,paseo,accesorios,3190.0,2154.0,6.0,2.0,0.001,500.0
682,hidrocortisona dosis,antialergico,medicamentos,600.0,478.0,2.0,11.0,0.0002,500.0
1106,royal can poodle junior 33 2.5 kg.,razas,alimento,27650.0,21466.0,83.0,0.0,0.015,4050.0
767,zeedog salina keychain,paseo,accesorios,8900.0,6979.0,19.0,1.0,0.001,500.0
209,coastal style collar skulls  l,paseo,accesorios,10000.0,6521.0,21.0,0.0,0.001,500.0
1763,habitrail twist kit,hogar-transporte,accesorios,53990.0,43083.0,114.0,0.0,0.001,500.0
1343,blast leash small,paseo,accesorios,13900.0,9105.0,29.0,1.0,0.001,500.0
1249,zeedog mahalo adjustable air mesh harness medium,paseo,accesorios,23900.0,17742.0,50.0,2.0,0.001,650.0
1740,happy home biocontrolador 1 lt.,higiene,accesorios,9980.0,7783.0,21.0,0.0,0.001,500.0
1477,afp furry ball flufy rosa,juguetes,accesorios,4690.0,3424.0,11.0,0.0,0.004,800.0
1192,hartz duraplay bone large dog toy,juguetes,accesorios,9990.0,7174.0,21.0,0.0,0.001,500.0
1581,doggy dolly small polerón racing fever con gorro grey l,ropa,accesorios,19470.0,13292.0,47.0,0.0,0.004,1100.0
711,zd army green h-harness large,paseo,accesorios,19900.0,13226.0,49.0,1.0,0.004,550.0
1558,zeecat phantom collar,paseo,accesorios,4990.0,3560.0,11.0,35.0,0.001,500.0
1862,habitat vertical ave,hogar-transporte,accesorios,44990.0,33770.0,214.0,,,500.0
755,jaula refugio hamster m,hogar-transporte,accesorios,49270.0,37368.0,121.0,0.0,0.004,500.0
10,soporte carpeta orientadora borde-plasti,higiene,accesorios,45130.0,34779.0,94.0,1.0,0.001,700.0
1621,brit care puppy l&r 3 kg,cachorros,alimento,23900.0,18120.0,72.0,0.0,0.015,1800.0
1670,doximicin 100 mg. x 10 comp.,antibiotico,medicamentos,11760.0,8859.0,22.0,2.0,0.0002,500.0
282,coastal style collar wildflower s,paseo,accesorios,7990.0,5520.0,17.0,0.0,0.001,500.0
291,drontal puppy  ,ant. ext.,medicamentos,10950.0,8416.0,21.0,0.0,0.0002,500.0
626,coastal maslow  plato paw gris 1596 ml,paseo,accesorios,15990.0,12542.0,34.0,0.0,0.001,500.0
1613,zeedog gotham h-harness extra small,paseo,accesorios,11860.0,8985.0,25.0,0.0,0.001,500.0
757,coastal style collar tropical flower l,paseo,accesorios,10490.0,8088.0,22.0,1.0,0.001,500.0
129,zd artsy collar small,paseo,accesorios,9900.0,7109.0,21.0,0.0,0.001,500.0
1102,zd neopro blue cat collar,paseo,accesorios,5800.0,3772.0,14.0,0.0,0.004,1300.0
1013,alfombrilla 30 unid,higiene,accesorios,9990.0,6987.0,21.0,0.0,0.001,500.0
743,ultimate blue adjustable air mesh harness small,paseo,accesorios,19300.0,14353.0,41.0,1.0,0.001,500.0
843,coastal embellished collar bow-tie black,paseo,accesorios,9590.0,7467.0,20.0,2.0,0.001,500.0
1743,coastal luz para collar,paseo,accesorios,6990.0,4791.0,14.0,1.0,0.001,500.0
1329,afp modern cat fluffy wand,juguetes,accesorios,8990.0,6012.0,22.0,3.0,0.004,900.0
1562,coastal lazer brite collar lime skulls xs,paseo,accesorios,6990.0,5183.0,14.0,0.0,0.001,500.0
695,zeedog phantom collar small,paseo,accesorios,9900.0,6465.0,21.0,1.0,0.001,500.0
984,coastal lazer brite collar lime skulls s/m,paseo,accesorios,10490.0,7671.0,22.0,3.0,0.001,500.0
937,catnip spray hierba gatera,comportamiento,medicamentos,8990.0,6209.0,19.0,5.0,0.001,500.0
158,blocks cat collar,paseo,accesorios,4900.42,3466.0,11.0,1.0,0.004,600.0
865,big bone aluminum black (my family),placas identificacion,accesorios,7130.0,5193.0,15.0,1.0,0.001,500.0
634,pro plan dog sensitive skin 3 kilo,adultos,alimento,18490.0,13583.0,55.0,2.0,0.015,4850.0
516,planet dog zanahoria,juguetes,accesorios,14990.0,10187.0,31.0,1.0,0.001,500.0
1334,zeedog rob the microbe,juguetes,accesorios,6160.0,4214.0,13.0,2.0,0.001,500.0
597,zeedog super orange,juguetes,accesorios,9870.0,7225.0,25.0,3.0,0.004,500.0
195,bravery lamb adult large/medium b. 12 kg,adultos,alimento,60990.0,42601.0,183.0,2.0,0.015,500.0
1541,body perro 6 verde,ropa,accesorios,21940.0,16048.0,46.0,1.0,0.001,500.0
765,coastal sublime collar purple xs,paseo,accesorios,10490.0,7841.0,22.0,2.0,0.001,500.0
410,coastal maslow  plato paw rosado 828 ml,paseo,accesorios,10490.0,7158.0,22.0,0.0,0.001,500.0
96,red big circle bone (my family),placas identificacion,accesorios,12300.0,8388.0,26.0,0.0,0.001,500.0
1632,zeedog mahalo collar small,paseo,accesorios,9900.0,7447.0,25.0,1.0,0.004,500.0
1006,pawise arnes y cinturon de seguridad s,paseo,accesorios,11990.0,8538.0,29.0,0.0,0.004,500.0
156,royal can. york. terrier junior 2.5 kgr.,razas,alimento,27650.0,21366.0,83.0,2.0,0.015,3250.0
419,brit care weight loss rabbit 12 kg,weight control,alimento,63990.0,42643.0,193.0,4.0,0.015,1850.0
1845,capa impermeable azul,ropa,accesorios,22990.0,16185.0,57.0,,,500.0
915,zeedog prisma h-harness medium,paseo,accesorios,16900.0,11842.0,42.0,1.0,0.004,1500.0
668,zd midnight leash large,paseo,accesorios,16900.0,13255.0,42.0,4.0,0.004,500.0
1185,proplan adulto 7+active mind pollo pouch 100 gr,humedo,alimento,2200.0,1603.0,8.0,9.0,0.015,1700.0
963,dogit dispensador bolsa fecas azul 2x20,higiene,accesorios,4990.0,3964.0,11.0,2.0,0.001,500.0
1765,igloo dog house,hogar-transporte,accesorios,29000.0,21687.0,61.0,1.0,0.001,500.0
447,timothy carrot,alfalfas,accesorios,9490.0,7120.0,20.0,6.0,0.001,500.0
1594,cuerda anudada tricolor m,juguetes,accesorios,4410.0,3206.0,10.0,2.0,0.001,500.0
178,polera bandera inglaterra ac l,ropa,accesorios,9900.0,7370.0,21.0,1.0,0.001,500.0
390,pawise holow hipopotamo,juguetes,accesorios,6990.0,4951.0,14.0,0.0,0.001,500.0
578,zeedog maze leash small,paseo,accesorios,13900.0,10647.0,29.0,0.0,0.001,500.0
1641,pro plan adulto pollo pouch 100 gr,humedo,alimento,1290.0,1026.0,4.0,5.0,0.015,4350.0
1348,zd artsy leash small,paseo,accesorios,13900.0,9291.0,29.0,2.0,0.001,500.0
1542,zeedog skull leash small,paseo,accesorios,12700.0,9386.0,27.0,1.0,0.001,500.0
1323,royal can fhn light 40 7.5 kilo,weight control,alimento,83110.0,66013.0,250.0,0.0,0.015,1050.0
909,pawise fetch it  hipopotamo,juguetes,accesorios,6990.0,5468.0,14.0,3.0,0.001,500.0
861,acana freshwater fish - perro 2,adultos,alimento,21180.0,15461.0,63.0,0.0,0.015,1850.0
948,small bone aluminum light blue (my family),placas identificacion,accesorios,7130.0,4851.0,15.0,3.0,0.001,500.0
664,zeedog tarot leash small,paseo,accesorios,13900.0,9593.0,29.0,1.0,0.001,500.0
142,zeedog ella collar extra small,paseo,accesorios,7870.0,5782.0,19.0,0.0,0.004,500.0
1421,polivitaminico b1-b2-b6 50mk iny,vitaminas,medicamentos,790.0,615.0,2.0,5.0,0.0002,500.0
1335,coastal k9 explorer arnes acolchado zafiro s,paseo,accesorios,25990.0,17907.0,54.0,0.0,0.001,500.0
421,cream chihuahua  (my family),placas identificacion,accesorios,13330.0,9605.0,28.0,2.0,0.001,500.0
636,colirama viral x 10 ml.,ocular,medicamentos,21320.0,13897.0,40.0,1.0,0.0002,500.0
1468,zeedog phantom harness + leash set,paseo,accesorios,11860.0,7996.0,25.0,1.0,0.001,500.0
615,catit 2.0 fte bebedera flor mini 1.5lt,bebederos,accesorios,41990.0,29961.0,88.0,0.0,0.001,750.0
294,zd midnight collar small,paseo,accesorios,9900.0,7401.0,21.0,2.0,0.001,500.0
1639,doximicin jarabe x 60 ml,antibiotico,medicamentos,10260.0,7427.0,19.0,3.0,0.0002,500.0
1777,monge medium p&j chicken de 3 kg,cachorros,alimento,27990.0,19875.0,85.0,3.0,0.015,900.0
88,light blue big circle paw (my family),placas identificacion,accesorios,15490.0,11726.0,38.0,0.0,0.004,600.0
1686,scalibor (collar antiparasitario),ant. ext.,medicamentos,28820.0,22432.0,53.0,3.0,0.0002,700.0
1805,bowl de plástico,comederos,accesorios,3990.0,3093.0,10.0,,,500.0
131,small round aluminum purple (my family),placas identificacion,accesorios,7130.0,4723.0,18.0,0.0,0.004,950.0
1826,rodillo quitapelos y pelusas,higiene,accesorios,4990.0,3339.0,11.0,,,500.0
997,zeedog phantom adjustable air mesh harness medium,paseo,accesorios,23900.0,18046.0,50.0,1.0,0.001,500.0
985,coastal lazer brite collar diamond,paseo,accesorios,9490.0,7011.0,20.0,0.0,0.001,500.0
1733,revolution perro 10-20 kg,ant. ext.,medicamentos,20990.0,13829.0,39.0,6.0,0.0002,500.0
1403,brit care cat grain-free sterilized sensitive 7 kg,adultos,alimento,55990.0,37602.0,168.0,1.0,0.015,4850.0
164,zeedog skull collar large,paseo,accesorios,11500.0,7742.0,25.0,0.0,0.001,500.0
290,adaptil collar largue hasta 50kg  ,comportamiento,medicamentos,33190.0,23710.0,61.0,1.0,0.0002,650.0
1711,royal recovery rs 145 grs. (lata),latas medicadas,alimento,4820.0,3654.0,14.0,7.0,0.015,4300.0
893,fancy feast petits filets atun 85 g,latas,alimento,900.0,639.0,3.0,1.0,0.015,3100.0
778,zeedog atlanta h-harness small,paseo,accesorios,13850.0,10880.0,34.0,2.0,0.004,600.0
348,dreamwell cama rectangular gris/blanco,hogar-transporte,accesorios,39990.0,28805.0,84.0,2.0,0.001,700.0
571,allermyul,antialergico,medicamentos,20590.0,15169.0,38.0,0.0,0.0002,500.0
1423,zeedog atlanta leash extra small,paseo,accesorios,10860.0,8545.0,26.0,0.0,0.004,800.0
1762,catit desing zona de confort,enriquecimiento ambiental,accesorios,23890.0,17341.0,58.0,1.0,0.004,650.0
1374,zd midnight adjustable air mesh harness small,paseo,accesorios,19300.0,12830.0,41.0,1.0,0.001,500.0
898,pawise collar azul ondas,paseo,accesorios,3390.0,2453.0,9.0,1.0,0.004,600.0
458,zd carbon air-leash,paseo,accesorios,37900.0,29114.0,79.0,0.0,0.001,1050.0
375,ultimate blue leash small,paseo,accesorios,13900.0,10664.0,29.0,0.0,0.001,500.0
333,parka premium perro con chiporro,ropa,accesorios,31990.0,22441.0,67.0,44.0,0.001,550.0
1741,grey shih tzu (my family),placas identificacion,accesorios,13330.0,10458.0,28.0,2.0,0.001,500.0
1646,zeedog skull bow-tie large,paseo,accesorios,6500.0,5087.0,13.0,0.0,0.001,500.0
1667,zeedog atlanta harness + leash set,paseo,accesorios,11860.0,7930.0,25.0,1.0,0.001,500.0
816,zd puzzle ruff leash small,paseo,accesorios,21900.0,16145.0,54.0,2.0,0.004,1750.0
1693,frontline plus pipeta gato,ant. ext.,medicamentos,9140.0,6579.0,17.0,6.0,0.0002,500.0
881,bravery salmon adult cat sterilized 2 kg,adultos,alimento,18990.0,14475.0,57.0,8.0,0.015,500.0
1735,zd neon coral adjustable air mesh harness small,paseo,accesorios,24880.0,18444.0,52.0,1.0,0.001,500.0
1078,catnip crinkle&toss papers,juguetes,accesorios,3990.0,3181.0,9.0,1.0,0.001,500.0
1801,bravery lomo de atún y zanahoria,adultos,alimento,2990.0,2060.0,6.0,,,500.0
1053,siguimarina,suplementos,medicamentos,20990.0,14601.0,44.0,26.0,0.001,500.0
328,bandana red,enriquecimiento ambiental,accesorios,8390.0,6171.0,18.0,0.0,0.001,500.0
926,calmedrag 30 comp.,comportamiento,medicamentos,11490.0,7508.0,22.0,0.0,0.0002,500.0
318,royal can. vet cat senior s/o 1.5 kg.,senior,alimento,26820.0,17784.0,82.0,1.0,0.015,1450.0
1648,zeus arnes fig.h  l  azuldenim,paseo,accesorios,13590.0,9310.0,28.0,0.0,0.001,500.0
1623,pawise rodillo quita pelos y pelusas,higiene,accesorios,4490.0,3251.0,10.0,0.0,0.001,500.0
167,nm alfombrilla training 50 un,higiene,accesorios,14990.0,11695.0,31.0,4.0,0.001,500.0
12,brit care adult medium breed l&r 3 kg,adultos,alimento,23990.0,15809.0,73.0,9.0,0.015,2900.0
171,pro plan puppy optistart small breed 7.5 kg.,cachorros,alimento,32900.0,23705.0,100.0,1.0,0.015,4150.0
649,zd artsy cat collar,paseo,accesorios,4900.0,3354.0,10.0,1.0,0.001,500.0
260,ls champu crema de avena 250ml,higiene,accesorios,9890.0,7270.0,21.0,0.0,0.001,500.0
1629,afp modern cat candy,juguetes,accesorios,4290.0,3218.0,9.0,2.0,0.001,500.0
1316,correa trailla 2 mt g.a,paseo,accesorios,11900.0,8995.0,25.0,0.0,0.001,500.0
672,zeedog ella collar small,paseo,accesorios,9870.0,6663.0,21.0,4.0,0.001,500.0
258,pro plan gatos  esterilizados pollo pouch 85 gr,humedo,alimento,2260.0,1545.0,8.0,8.0,0.015,500.0
844,zeedog pipp,juguetes,accesorios,10980.0,8165.0,23.0,2.0,0.001,500.0
1649,capa polar chiporro t/1 cata pets,ropa,accesorios,9990.0,6627.0,21.0,1.0,0.001,500.0
138,bozal clinico 4 (a. doctor),paseo,accesorios,8190.0,5326.0,18.0,2.0,0.001,500.0
1718,nm housebreaking / enseñador,higiene,accesorios,7990.0,5340.0,17.0,4.0,0.001,500.0
1235,drontal cat pote clinico x un,ant. ext.,medicamentos,3290.0,2628.0,7.0,56.0,0.0002,500.0
1627,coastal sublime collar yellow xs,paseo,accesorios,10490.0,7361.0,22.0,0.0,0.001,500.0
558,canine - feline a/d lata x 156 gms,latas medicadas,alimento,9220.0,6159.0,27.0,9.0,0.015,3050.0
139,pink led adjustable air mesh harness medium,paseo,accesorios,23900.0,16591.0,50.0,2.0,0.001,650.0
1625,royal can. vet cat young female 1.5 kg.,adultos,alimento,21780.0,17293.0,65.0,0.0,0.015,3300.0
531,apache cat collar,paseo,accesorios,4900.42,3549.0,10.0,1.0,0.001,500.0
224,zeedog gotham air mesh plus harness extra small,paseo,accesorios,12700.0,9281.0,27.0,1.0,0.001,500.0
786,jaula transporte pratiko metal 1,hogar-transporte,accesorios,22790.0,16350.0,47.0,2.0,0.001,500.0
1611,zeus collar ajustable  s  rojo,paseo,accesorios,4190.0,2810.0,9.0,0.0,0.001,500.0
964,gastrointestinal cat pouch 85 gr,humedo,alimento,1900.0,1274.0,6.0,0.0,0.015,4600.0
409,zeedog poop bags refill box (w/4 rolls),higiene,accesorios,5900.0,3971.0,12.0,0.0,0.001,500.0
325,cordon amarre 16 mm (corto) a. doctor,paseo,accesorios,8190.0,5949.0,18.0,1.0,0.001,500.0
1027,nutribound perro 150 ml,suplemento,medicamentos,15000.0,10988.0,28.0,1.0,0.0002,500.0
